Device Name,Beta
Device Model,Kestrel DROP 3
Serial Number,2705263
FORMATTED DATE_TIME,Temperature,Relative Humidity,Station Pressure,Heat Index,Dew Point,Density Altitude
yyyy-MM-dd hh:mm:ss a,°F,%,inHg,°F,°F,ft,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
2023-03-22 08:28:19 AM,45.2,81.0,29.63,45.0,39.7,-482,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:28:24 AM,45.0,81.0,29.63,44.8,39.6,-487,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:28:29 AM,44.7,81.0,29.63,44.4,39.3,-515,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:28:34 AM,44.7,81.0,29.62,44.4,39.2,-506,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:28:39 AM,44.9,81.0,29.62,44.6,39.4,-496,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:28:44 AM,44.9,81.0,29.62,44.6,39.5,-485,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:28:49 AM,44.9,81.0,29.62,44.6,39.4,-489,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:28:54 AM,44.9,81.0,29.61,44.6,39.4,-482,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:28:59 AM,45.0,81.0,29.62,44.8,39.5,-480,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:04 AM,45.0,81.1,29.62,44.8,39.5,-489,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:09 AM,44.9,81.1,29.63,44.6,39.4,-501,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:14 AM,44.5,81.1,29.62,44.2,39.1,-522,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:19 AM,44.8,81.0,29.62,44.6,39.3,-494,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:24 AM,44.9,81.0,29.61,44.6,39.4,-482,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:29 AM,45.2,81.1,29.62,45.0,39.7,-473,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:34 AM,45.0,81.2,29.62,44.8,39.6,-480,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:39 AM,44.7,81.2,29.61,44.4,39.3,-494,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:44 AM,44.6,81.2,29.62,44.2,39.1,-513,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:49 AM,44.6,81.2,29.63,44.4,39.2,-521,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:54 AM,44.8,81.2,29.63,44.4,39.3,-510,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:29:59 AM,44.7,81.2,29.63,44.4,39.3,-513,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:04 AM,44.7,81.2,29.64,44.4,39.3,-522,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:09 AM,44.6,81.2,29.64,44.2,39.1,-541,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:14 AM,44.7,81.2,29.65,44.4,39.3,-534,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:19 AM,44.9,81.1,29.64,44.6,39.5,-513,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:24 AM,45.0,81.1,29.64,44.8,39.6,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:29 AM,45.0,81.1,29.64,44.8,39.6,-501,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:34 AM,45.2,81.1,29.64,45.0,39.7,-492,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:39 AM,45.2,81.1,29.65,45.0,39.8,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:44 AM,45.2,81.1,29.65,45.0,39.7,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:49 AM,45.4,81.1,29.64,45.1,39.9,-473,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:54 AM,45.1,81.2,29.64,45.0,39.7,-492,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:30:59 AM,45.1,81.2,29.62,45.0,39.7,-475,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:04 AM,45.1,81.2,29.62,45.0,39.7,-478,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:09 AM,44.9,81.1,29.62,44.6,39.5,-496,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:14 AM,44.7,81.1,29.62,44.4,39.3,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:19 AM,44.7,81.1,29.61,44.4,39.3,-492,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:24 AM,44.8,81.1,29.61,44.6,39.4,-480,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:29 AM,44.7,81.1,29.61,44.4,39.2,-492,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:34 AM,44.8,81.1,29.62,44.4,39.3,-494,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:39 AM,45.0,81.1,29.61,44.8,39.6,-471,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:44 AM,45.2,81.1,29.62,45.0,39.8,-461,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:49 AM,45.3,81.1,29.62,45.0,39.8,-461,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:54 AM,45.1,81.1,29.61,44.8,39.6,-464,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:31:59 AM,44.9,81.1,29.61,44.6,39.4,-485,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:04 AM,44.9,81.1,29.61,44.6,39.5,-471,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:09 AM,44.8,81.2,29.60,44.6,39.4,-473,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:14 AM,44.9,81.2,29.60,44.6,39.5,-468,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:19 AM,44.7,81.1,29.61,44.4,39.3,-487,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:24 AM,44.7,81.1,29.62,44.4,39.3,-496,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:29 AM,44.6,81.1,29.62,44.4,39.2,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:34 AM,44.8,81.1,29.61,44.6,39.4,-487,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:39 AM,44.9,81.2,29.61,44.6,39.5,-482,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:44 AM,44.9,81.2,29.61,44.6,39.5,-475,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:49 AM,45.0,81.2,29.61,44.8,39.6,-471,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:54 AM,44.9,81.2,29.61,44.6,39.5,-475,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:32:59 AM,45.0,81.2,29.60,44.8,39.6,-461,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:04 AM,45.0,81.3,29.60,44.8,39.6,-459,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:09 AM,45.0,81.3,29.60,44.8,39.6,-466,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:14 AM,45.0,81.3,29.60,44.8,39.7,-461,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:19 AM,44.9,81.4,29.61,44.6,39.5,-480,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:24 AM,44.9,81.4,29.62,44.6,39.5,-492,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:29 AM,44.9,81.4,29.63,44.6,39.5,-501,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:34 AM,44.7,81.4,29.64,44.4,39.4,-527,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:39 AM,44.8,81.5,29.64,44.6,39.5,-517,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:44 AM,44.9,81.4,29.64,44.6,39.5,-521,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:49 AM,44.9,81.4,29.65,44.6,39.5,-531,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:54 AM,44.9,81.4,29.65,44.6,39.6,-521,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:33:59 AM,45.1,81.4,29.66,45.0,39.8,-522,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:04 AM,45.2,81.4,29.66,45.0,39.9,-513,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:09 AM,45.1,81.4,29.65,45.0,39.8,-508,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:14 AM,45.2,81.4,29.66,45.0,39.8,-513,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:19 AM,45.3,81.3,29.66,45.0,39.9,-506,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:24 AM,45.5,81.4,29.66,45.1,40.1,-496,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:29 AM,45.4,81.4,29.66,45.1,40.0,-501,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:34 AM,45.4,81.4,29.66,45.1,40.0,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:39 AM,45.4,81.4,29.66,45.1,40.1,-494,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:44 AM,45.2,81.4,29.66,45.0,39.8,-517,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:49 AM,45.2,81.4,29.64,45.0,39.8,-492,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:54 AM,45.2,81.4,29.65,45.0,39.9,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:34:59 AM,45.0,81.4,29.67,44.8,39.7,-538,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:04 AM,45.1,81.4,29.66,45.0,39.8,-515,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:09 AM,45.0,81.4,29.67,44.8,39.7,-531,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:14 AM,45.0,81.4,29.66,44.8,39.7,-531,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:19 AM,45.2,81.4,29.65,45.0,39.9,-506,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:24 AM,45.2,81.4,29.65,45.0,39.9,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:29 AM,45.2,81.4,29.65,45.0,39.9,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:34 AM,45.2,81.4,29.65,45.0,39.8,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
