Device Name,Beta
Device Model,Kestrel DROP 3
Serial Number,2705263
FORMATTED DATE_TIME,Temperature,Relative Humidity,Station Pressure,Heat Index,Dew Point,Density Altitude
yyyy-MM-dd hh:mm:ss a,°F,%,inHg,°F,°F,ft,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
2023-03-22 08:35:39 AM,45.0,81.4,29.66,44.8,39.7,-531,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:44 AM,44.9,81.4,29.66,44.6,39.6,-534,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:49 AM,44.9,81.4,29.66,44.6,39.6,-536,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:54 AM,44.9,81.4,29.67,44.6,39.6,-538,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:35:59 AM,45.0,81.4,29.67,44.8,39.7,-538,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:04 AM,45.0,81.4,29.66,44.8,39.7,-529,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:09 AM,45.1,81.4,29.66,44.8,39.8,-524,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:14 AM,45.2,81.4,29.67,45.0,39.9,-527,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:19 AM,45.3,81.5,29.66,45.0,40.0,-510,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:24 AM,45.3,81.5,29.67,45.0,40.0,-513,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:29 AM,45.2,81.5,29.67,45.0,39.9,-521,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:34 AM,45.3,81.4,29.67,45.1,40.0,-510,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:39 AM,45.0,81.4,29.67,44.8,39.6,-536,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:44 AM,44.9,81.4,29.67,44.6,39.5,-545,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:49 AM,45.2,81.4,29.65,45.0,39.9,-506,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:54 AM,45.2,81.4,29.66,45.0,39.9,-510,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:36:59 AM,45.3,81.4,29.68,45.1,40.0,-531,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:04 AM,45.3,81.4,29.67,45.1,40.0,-522,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:09 AM,45.6,81.4,29.68,45.3,40.2,-510,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:14 AM,45.5,81.4,29.67,45.3,40.2,-501,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:19 AM,45.6,81.4,29.67,45.3,40.2,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:24 AM,45.4,81.4,29.68,45.1,40.1,-522,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:29 AM,45.6,81.4,29.67,45.3,40.2,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:34 AM,45.3,81.4,29.68,45.0,40.0,-527,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:39 AM,45.4,81.4,29.68,45.1,40.1,-521,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:44 AM,45.4,81.4,29.68,45.1,40.1,-521,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:49 AM,45.4,81.4,29.68,45.1,40.1,-524,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:54 AM,45.5,81.4,29.67,45.3,40.1,-508,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:37:59 AM,45.4,81.4,29.68,45.1,40.1,-522,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:04 AM,45.5,81.4,29.69,45.1,40.1,-524,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:09 AM,45.4,81.4,29.69,45.1,40.0,-536,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:14 AM,45.4,81.4,29.69,45.1,40.0,-536,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:19 AM,45.4,81.4,29.69,45.1,40.0,-538,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:24 AM,45.3,81.3,29.69,45.0,39.9,-543,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:29 AM,45.2,81.3,29.70,45.0,39.8,-557,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:34 AM,45.3,81.3,29.70,45.1,40.0,-545,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:39 AM,45.4,81.3,29.69,45.1,40.0,-536,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:44 AM,45.6,81.3,29.69,45.3,40.3,-515,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:49 AM,45.6,81.3,29.68,45.3,40.2,-510,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:54 AM,45.7,81.4,29.70,45.5,40.4,-517,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:38:59 AM,45.8,81.4,29.69,45.5,40.4,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:04 AM,45.7,81.4,29.70,45.5,40.3,-521,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:09 AM,45.7,81.4,29.70,45.5,40.4,-527,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:14 AM,45.8,81.4,29.69,45.5,40.4,-510,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:19 AM,46.0,81.4,29.70,45.9,40.7,-501,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:24 AM,45.9,81.4,29.70,45.7,40.5,-515,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:29 AM,45.7,81.4,29.71,45.5,40.3,-536,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:34 AM,45.6,81.4,29.70,45.3,40.2,-536,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:39 AM,45.7,81.3,29.71,45.5,40.3,-534,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:44 AM,45.6,81.3,29.70,45.3,40.2,-541,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:49 AM,45.5,81.3,29.71,45.1,40.1,-552,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:54 AM,45.6,81.3,29.70,45.3,40.2,-541,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:39:59 AM,45.8,81.2,29.71,45.5,40.4,-527,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:04 AM,46.0,81.2,29.72,45.7,40.6,-522,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:09 AM,46.1,81.2,29.71,45.9,40.7,-508,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:14 AM,45.9,81.2,29.71,45.7,40.4,-524,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:19 AM,46.1,81.2,29.71,45.9,40.7,-506,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:24 AM,45.9,81.2,29.71,45.7,40.4,-524,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:29 AM,46.0,81.1,29.67,45.7,40.5,-473,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:34 AM,45.9,81.1,29.70,45.7,40.4,-513,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:39 AM,45.9,81.2,29.70,45.7,40.4,-513,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:44 AM,46.0,81.2,29.69,45.7,40.5,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:49 AM,45.8,81.2,29.69,45.5,40.3,-503,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:54 AM,46.1,81.2,29.69,45.9,40.7,-480,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:40:59 AM,45.9,81.3,29.69,45.7,40.5,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:04 AM,45.7,81.2,29.68,45.5,40.3,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:09 AM,45.7,81.2,29.68,45.5,40.2,-506,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:14 AM,45.6,81.1,29.67,45.3,40.2,-496,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:19 AM,45.6,81.0,29.68,45.3,40.1,-515,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:24 AM,45.5,81.0,29.68,45.1,40.0,-517,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:29 AM,45.4,80.9,29.68,45.1,39.9,-521,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:34 AM,45.3,80.8,29.67,45.1,39.8,-522,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:39 AM,45.4,80.8,29.67,45.1,39.9,-508,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:44 AM,45.5,80.8,29.67,45.1,39.9,-508,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:49 AM,45.6,80.8,29.67,45.3,40.0,-499,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:54 AM,45.5,80.8,29.66,45.1,39.9,-496,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:41:59 AM,45.4,80.8,29.65,45.1,39.9,-492,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:04 AM,45.5,80.8,29.66,45.3,39.9,-489,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:09 AM,45.5,80.8,29.65,45.3,40.0,-482,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:14 AM,45.4,80.8,29.65,45.1,39.9,-487,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:19 AM,45.5,80.8,29.63,45.1,39.9,-459,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:24 AM,45.5,80.8,29.65,45.1,39.9,-480,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:29 AM,45.8,80.8,29.65,45.5,40.2,-461,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:34 AM,45.6,80.8,29.65,45.3,40.1,-468,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:39 AM,45.8,80.8,29.65,45.5,40.2,-457,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:44 AM,45.6,80.9,29.64,45.3,40.1,-461,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:49 AM,45.5,80.9,29.65,45.1,40.0,-478,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
2023-03-22 08:42:54 AM,45.2,80.9,29.64,45.0,39.7,-489,session,"Session - Mar 22, 2023 8:12:41 AM",2023-03-22 08:12:41 AM 8:12:41 AM,00:33:09,,"5900 SE 38th Ave, Portland, OR 97202, USA","https://www.google.com/maps/search/?api=1&query=45.4797164,-122.6233309",
