Device Name,Beta
Device Model,Kestrel DROP 3
Serial Number,2705263
FORMATTED DATE_TIME,Temperature,Relative Humidity,Station Pressure,Heat Index,Dew Point,Density Altitude
yyyy-MM-dd hh:mm:ss a,°F,%,inHg,°F,°F,ft,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
2023-03-21 03:43:50 PM,62.1,29.2,29.50,57.4,29.7,760,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:43:55 PM,62.0,29.3,29.50,57.2,29.7,748,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:00 PM,62.0,29.6,29.50,57.2,29.9,748,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:05 PM,62.2,29.6,29.50,57.4,30.1,762,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:10 PM,62.3,29.8,29.51,57.6,30.3,755,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:15 PM,62.0,29.9,29.51,57.2,30.2,738,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:20 PM,62.0,29.9,29.52,57.2,30.2,736,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:25 PM,62.1,30.2,29.51,57.6,30.5,743,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:30 PM,62.1,30.5,29.51,57.6,30.8,748,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:35 PM,61.9,30.4,29.51,57.4,30.5,734,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:40 PM,62.1,30.3,29.51,57.6,30.6,753,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:45 PM,62.3,30.5,29.51,57.7,30.9,758,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:50 PM,62.5,30.6,29.50,57.9,31.2,789,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:44:55 PM,62.6,30.7,29.50,57.9,31.4,794,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:00 PM,62.7,30.8,29.50,57.9,31.5,804,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:05 PM,62.9,30.7,29.51,58.1,31.6,809,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:10 PM,63.1,30.5,29.50,58.3,31.6,826,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:15 PM,63.4,30.5,29.50,58.6,31.8,847,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:20 PM,63.7,30.4,29.50,59.0,32.0,867,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:25 PM,63.4,30.6,29.50,58.6,31.9,850,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:30 PM,63.7,30.7,29.50,59.0,32.3,864,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:35 PM,64.1,30.7,29.50,59.2,32.6,896,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:40 PM,64.1,30.8,29.50,59.2,32.7,901,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:45 PM,63.7,30.7,29.50,59.0,32.3,864,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:50 PM,63.5,30.6,29.51,58.6,32.0,843,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:45:55 PM,63.6,30.8,29.51,58.8,32.2,855,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:00 PM,63.6,30.8,29.51,58.8,32.3,857,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:05 PM,64.0,31.0,29.51,59.0,32.8,884,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:10 PM,63.8,31.0,29.51,59.0,32.7,872,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:15 PM,63.9,30.9,29.50,59.0,32.6,884,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:20 PM,63.9,30.9,29.51,59.0,32.6,875,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:25 PM,64.1,31.0,29.52,59.2,32.8,877,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:30 PM,63.9,30.8,29.52,59.0,32.6,864,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:35 PM,64.2,30.8,29.54,59.2,32.8,864,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:40 PM,64.2,30.8,29.54,59.4,32.9,857,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:45 PM,64.5,30.7,29.54,59.5,33.0,882,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:50 PM,64.6,30.6,29.54,59.7,33.0,886,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:46:55 PM,64.7,30.6,29.55,59.7,33.0,884,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:00 PM,64.8,30.7,29.54,59.9,33.2,894,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:05 PM,64.7,30.9,29.53,59.7,33.3,903,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:10 PM,63.9,30.7,29.54,59.0,32.5,840,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:15 PM,64.1,30.6,29.53,59.2,32.5,860,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:20 PM,64.0,30.5,29.53,59.0,32.4,855,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:25 PM,64.1,30.6,29.53,59.2,32.5,857,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:30 PM,64.1,30.5,29.53,59.2,32.5,857,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:35 PM,64.0,30.6,29.53,59.0,32.5,855,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:40 PM,63.6,30.4,29.52,58.8,32.0,843,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:45 PM,62.9,30.2,29.51,58.1,31.2,799,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:50 PM,63.0,30.0,29.52,58.1,31.1,796,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:47:55 PM,63.9,30.2,29.51,59.0,32.1,872,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:00 PM,64.3,30.5,29.52,59.4,32.6,891,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:05 PM,64.2,30.5,29.53,59.4,32.6,877,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:10 PM,64.4,30.6,29.52,59.5,32.8,891,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:15 PM,64.3,30.6,29.52,59.4,32.7,896,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:20 PM,64.5,30.6,29.51,59.5,32.8,908,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:25 PM,64.3,30.6,29.52,59.4,32.7,891,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:30 PM,64.1,30.6,29.52,59.2,32.6,872,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:35 PM,63.9,30.6,29.52,59.0,32.4,869,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:40 PM,64.4,30.4,29.52,59.5,32.7,899,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:45 PM,63.9,30.3,29.52,59.0,32.1,862,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:50 PM,63.9,30.1,29.51,59.0,32.0,872,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:48:55 PM,64.2,30.1,29.51,59.4,32.3,891,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:00 PM,64.6,30.2,29.52,59.7,32.7,908,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:05 PM,65.2,30.3,29.52,60.3,33.2,950,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:10 PM,65.9,30.4,29.52,61.3,34.0,991,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:15 PM,66.6,30.6,29.52,62.4,34.7,1045,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:20 PM,66.2,30.4,29.52,61.9,34.3,1018,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:25 PM,66.2,30.2,29.52,61.5,34.0,1010,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:30 PM,66.2,30.1,29.52,61.9,34.0,1015,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:35 PM,66.4,30.1,29.52,62.1,34.2,1025,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:40 PM,66.7,30.1,29.52,62.4,34.4,1052,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:45 PM,66.8,30.1,29.52,62.6,34.5,1059,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:50 PM,66.3,29.9,29.52,61.7,33.9,1018,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:49:55 PM,66.4,29.7,29.53,61.9,33.8,1018,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:00 PM,66.0,29.6,29.52,61.2,33.3,1001,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:05 PM,65.5,29.4,29.52,60.6,32.8,964,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:10 PM,65.6,29.3,29.53,60.6,32.8,962,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:15 PM,65.6,29.1,29.53,60.6,32.6,957,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:20 PM,65.5,29.1,29.53,60.6,32.5,955,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:25 PM,65.3,28.9,29.52,60.3,32.2,945,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:30 PM,64.7,28.6,29.53,59.5,31.4,896,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:35 PM,64.9,28.6,29.53,59.7,31.6,911,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:40 PM,65.1,28.5,29.53,59.9,31.7,920,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:45 PM,65.3,28.5,29.53,60.1,31.8,930,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:50 PM,65.4,28.4,29.53,60.3,31.8,950,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:50:55 PM,66.1,28.3,29.52,61.3,32.3,993,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:00 PM,65.8,28.3,29.52,60.8,32.0,981,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:05 PM,65.5,28.1,29.53,60.4,31.7,955,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:10 PM,65.7,28.4,29.52,60.8,32.1,972,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:15 PM,65.7,28.7,29.52,60.8,32.3,976,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:20 PM,65.4,28.5,29.52,60.3,31.9,952,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
